material,process,sub_process,power,velocity,hatch_spacing,melt_pool_depth,melt_pool_width,melt_pool_length,depth_over_length,depth_over_width,length_over_width,energy_joules_over_mm,energy_joules_over_mm_cubed,layer_thickness,beam_diameter,absorption_coefficient,absorption_coefficient_2,density,specific_heat_capacity,k,melting_temperature,minimal_absorptivity,melt_pool_shape,spatter,weight_percent_Y,weight_percent_Zn,weight_percent_Mg,weight_percent_Si,weight_percent_Al,weight_percent_Sn,weight_percent_Zr,weight_percent_W,weight_percent_Ti,weight_percent_V,weight_percent_Co,weight_percent_Cu,weight_percent_Ta,weight_percent_Nb,weight_percent_Ni,weight_percent_Cr,weight_percent_Fe,weight_percent_Mn,weight_percent_Mo,D10,D50,D90,paper_id,paper_url,porosity,relative_density,comments,
IN625,PBF,SLM,350,1200,,45,140,,0.75,0.3214285714,,0.2916666667,291.6666667,60,70,,0.3501649197,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,350,1500,,23,100,,0.3833333333,0.23,,0.2333333333,233.3333333,60,70,,0.2242868981,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,350,1800,,26,80,,0.4333333333,0.325,,0.1944444444,194.4444444,60,70,,0.172541278,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,350,2100,,15,90,,0.25,0.1666666667,,0.1666666667,166.6666667,60,70,,0.2522284666,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,350,2400,,10,60,,0.1666666667,0.1666666667,,0.1458333333,145.8333333,60,70,,0.1294059585,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,350,2700,,30,70,,0.5,0.4285714286,,0.1296296296,129.6296296,60,70,,0.1961776962,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,400,300,,250,305,,4.166666667,0.8196721311,,1.333333333,1333.333333,60,70,,0.3745229479,8442,429,9.8,1593,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,400,600,,75,220,,1.25,0.3409090909,,0.6666666667,666.6666667,60,70,,0.3820277931,8442,429,9.8,1593,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,400,900,,37,160,,0.6166666667,0.23125,,0.4444444444,444.4444444,60,70,,0.3019472365,8442,429,9.8,1593,,keyhole,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,400,1200,,41,125,,0.6833333333,0.328,,0.3333333333,333.3333333,60,70,,0.2453137948,8442,429,9.8,1593,,balling,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,400,1500,,22,110,,0.3666666667,0.2,,0.2666666667,266.6666667,60,70,,0.2365946751,8442,429,9.8,1593,,balling,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,400,1800,,23,80,,0.3833333333,0.2875,,0.2222222222,222.2222222,60,70,,0.1509736183,8442,429,9.8,1593,,balling,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,400,2100,,15,75,,0.25,0.2,,0.1904761905,190.4761905,60,70,,0.154251414,8442,429,9.8,1593,,balling,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,400,2400,,20,50,,0.3333333333,0.4,,0.1666666667,166.6666667,60,70,,0.07929048543,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
IN625,PBF,SLM,400,2700,,,30,,0,0,,0.1481481481,148.1481481,60,70,,0.03288296592,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,71,,,,,1320
Cu10Sn,PBF,SLM,200,100,120,420,430,,14,0.976744186,,2,,30,,,0.5579160521,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,91,,999
Cu10Sn,PBF,SLM,200,200,120,300,280,,10,1.071428571,,1,,30,,,0.4262127747,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,94.3,,999
Cu10Sn,PBF,SLM,200,300,120,240,250,,8,0.96,,0.6666666667,,30,,,0.4626524379,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,96,,999
Cu10Sn,PBF,SLM,200,400,120,200,240,,6.666666667,0.8333333333,,0.5,,30,,,0.5312644037,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,98.2,,999
Cu10Sn,PBF,SLM,200,500,120,150,180,,5,0.8333333333,,0.4,,30,,,0.3797801463,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,97.2,,999
Cu10Sn,PBF,SLM,200,600,120,152,190,,5.066666667,0.8,,0.3333333333,,30,,,0.4797001482,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,99,,999
Cu10Sn,PBF,SLM,200,700,120,100,160,,3.333333333,0.625,,0.2857142857,,30,,,0.398426714,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,99.9,,999
Cu10Sn,PBF,SLM,200,750,120,98,130,,3.266666667,0.7538461538,,0.2666666667,,30,,,0.291138858,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,99.6,,999
Cu10Sn,PBF,SLM,250,100,120,620,570,,20.66666667,1.087719298,,2.5,,30,,,0.7020000579,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,89.8,,999
Cu10Sn,PBF,SLM,250,200,120,450,425,,15,1.058823529,,1.25,,30,,,0.6879774376,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,93.8,,999
Cu10Sn,PBF,SLM,250,300,120,340,295,,11.33333333,1.152542373,,0.8333333333,,30,,,0.4918149628,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,95,,999
Cu10Sn,PBF,SLM,250,400,120,270,270,,9,1,,0.625,,30,,,0.5229415387,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,97.3,,999
Cu10Sn,PBF,SLM,250,500,120,180,222,,6,0.8108108108,,0.5,,30,,,0.4391837779,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,97,,999
Cu10Sn,PBF,SLM,250,600,120,160,256,,5.333333333,0.625,,0.4166666667,,30,,,0.6572516743,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,98.6,,999
Cu10Sn,PBF,SLM,250,700,120,170,195,,5.666666667,0.8717948718,,0.3571428571,,30,,,0.4545305775,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,98.2,,999
Cu10Sn,PBF,SLM,250,750,120,126,190,,4.2,0.6631578947,,0.3333333333,,30,,,0.4586401682,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,98.3,,999
Cu10Sn,PBF,SLM,250,800,120,130,185,,4.333333333,0.7027027027,,0.3125,,30,,,0.4606409488,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,99,,999
Cu10Sn,PBF,SLM,300,200,120,630,520,,21,1.211538462,,1.5,,30,,,0.8153198983,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,92.5,,999
Cu10Sn,PBF,SLM,300,300,120,460,342,,15.33333333,1.34502924,,1,,30,,,0.5307121481,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,93.6,,999
Cu10Sn,PBF,SLM,300,400,120,400,356,,13.33333333,1.123595506,,0.75,,30,,,0.7157121295,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,96.8,,999
Cu10Sn,PBF,SLM,300,500,120,300,295,,10,1.016949153,,0.6,,30,,,0.6104132483,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,95.8,,999
Cu10Sn,PBF,SLM,300,600,120,250,235,,8.333333333,1.063829787,,0.5,,30,,,0.4686591735,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,97.7,,999
Cu10Sn,PBF,SLM,300,700,120,170,190,,5.666666667,0.8947368421,,0.4285714286,,30,,,0.3614001264,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,97.5,,999
Cu10Sn,PBF,SLM,300,750,120,245,196,,8.166666667,1.25,,0.4,,30,,,0.4044333924,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,98.5,,999
Cu10Sn,PBF,SLM,300,800,120,148,125,,4.933333333,1.184,,0.375,,30,,,0.1902285835,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,98.8,,999
Cu10Sn,PBF,SLM,300,900,120,144,140,,4.8,1.028571429,,0.3333333333,,30,,,0.2550017477,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,98.4,,999
Cu10Sn,PBF,SLM,350,300,120,525,400,,17.5,1.3125,,1.166666667,,30,,,0.6007884806,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,94.4,,999
Cu10Sn,PBF,SLM,350,400,120,410,300,,13.66666667,1.366666667,,0.875,,30,,,0.4505913604,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,95,,999
Cu10Sn,PBF,SLM,350,500,120,345,356,,11.5,0.9691011236,,0.7,,30,,,0.7386488873,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,96,,999
Cu10Sn,PBF,SLM,350,600,120,315,340,,10.5,0.9264705882,,0.5833333333,,30,,,0.7927667944,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,97,,999
Cu10Sn,PBF,SLM,350,700,120,227,220,,7.566666667,1.031818182,,0.5,,30,,,0.4043161035,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,96.7,,999
Cu10Sn,PBF,SLM,350,750,120,180,200,,6,0.9,,0.4666666667,,30,,,0.3596582289,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,98,,999
Cu10Sn,PBF,SLM,350,800,120,170,150,,5.666666667,1.133333333,,0.4375,,30,,,0.2252956802,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,97.8,,999
Cu10Sn,PBF,SLM,350,900,120,220,205,,7.333333333,1.073170732,,0.3888888889,,30,,,0.4385071113,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,99.2,,999
Cu10Sn,PBF,SLM,350,1000,120,165,172,,5.5,0.9593023256,,0.35,,30,,,0.346681899,8780,377,50,1272,,,,0,0,0,0,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,,,,72,,,98.5,,999
SS316L,PBF,SLM,25,100,,,75,,,,,0.25,,50,,,0.3062172353,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,25,130,,,72,,,,,0.1923076923,,50,,,0.3258566533,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,25,160,,,70,,,,,0.15625,,50,,,0.3474740479,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,25,190,,,60,,,,,0.1315789474,,50,,,0.3006922555,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,25,220,,,38,,,,,0.1136363636,,50,,,0.1629316022,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,25,250,,,42,,,,,0.1,,50,,,0.2014839033,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,25,280,,,35,,,,,0.08928571429,,50,,,0.1620694816,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,25,310,,,36,,,,,0.08064516129,,50,,,0.178358056,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,25,340,,,30,,,,,0.07352941176,,50,,,0.1417740558,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,25,370,,,48,,,,,0.06756756757,,50,,,0.313244974,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,25,400,,,43,,,,,0.0625,,50,,,0.2748815256,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,75,100,,,162,,,,,0.75,,50,,,0.3323419475,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,75,130,,,125,,,,,0.5769230769,,50,,,0.2569327569,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,75,160,,,130,,,,,0.46875,,50,,,0.3141580349,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,75,190,,,110,,,,,0.3947368421,,50,,,0.266699111,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,75,220,,,100,,,,,0.3409090909,,50,,,0.2511845512,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,75,250,,,120,,,,,0.3,,50,,,0.377617656,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,75,280,,,85,,,,,0.2678571429,,50,,,0.225650637,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,75,310,,,80,,,,,0.2419354839,,50,,,0.218726753,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,75,340,,,72,,,,,0.2205882353,,50,,,0.1950253691,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,75,370,,,76,,,,,0.2027027027,,50,,,0.2278173152,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,75,400,,,78,,,,,0.1875,,50,,,0.2528806054,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,125,100,,,165,,,,,1.25,,50,,,0.2054551766,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,125,130,,,176,,,,,0.9615384615,,50,,,0.2726266777,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,125,160,,,150,,,,,0.78125,,50,,,0.2403528826,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,125,190,,,123,,,,,0.6578947368,,50,,,0.1933990868,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,125,220,,,136,,,,,0.5681818182,,50,,,0.256261872,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,125,250,,,112,,,,,0.5,,50,,,0.2007984201,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,125,280,,,120,,,,,0.4464285714,,50,,,0.2471435661,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,125,310,,,110,,,,,0.4032258065,,50,,,0.2291675131,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,125,340,,,120,,,,,0.3676470588,,50,,,0.2882895112,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,125,370,,,86,,,,,0.3378378378,,50,,,0.1698294848,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,125,400,,,95,,,,,0.3125,,50,,,0.215561579,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,150,100,,,206,,,,,1.5,,50,,,0.2472747843,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,150,130,,,190,,,,,1.153846154,,50,,,0.2589839944,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,150,160,,,170,,,,,0.9375,,50,,,0.2485888664,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,150,190,,,160,,,,,0.7894736842,,50,,,0.2542849772,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,150,220,,,140,,,,,0.6818181818,,50,,,0.224721744,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,150,250,,,149,,,,,0.6,,50,,,0.2773079089,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,150,280,,,136,,,,,0.5357142857,,50,,,0.2575929604,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,150,310,,,125,,,,,0.4838709677,,50,,,0.2400818978,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,150,340,,,120,,,,,0.4411764706,,50,,,0.2402412593,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,150,370,,,118,,,,,0.4054054054,,50,,,0.249630307,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,150,400,,,110,,,,,0.375,,50,,,0.2341904567,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,175,100,,,222,,,,,1.75,,50,,,0.2404944761,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,175,130,,,220,,,,,1.346153846,,50,,,0.2862226101,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,175,160,,,198,,,,,1.09375,,50,,,0.2783447631,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,175,190,,,175,,,,,0.9210526316,,50,,,0.255357725,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,175,220,,,170,,,,,0.7954545455,,50,,,0.2720601897,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,175,250,,,164,,,,,0.7,,50,,,0.2825412052,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,175,280,,,150,,,,,0.625,,50,,,0.2635242578,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,175,310,,,132,,,,,0.564516129,,50,,,0.2270520033,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,175,340,,,130,,,,,0.5147058824,,50,,,0.2381163113,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,175,370,,,128,,,,,0.472972973,,50,,,0.2482118392,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,175,400,,,125,,,,,0.4375,,50,,,0.2536197064,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,225,100,,,265,,,,,2.25,,50,,,0.2534296737,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,225,130,,,225,,,,,1.730769231,,50,,,0.2315464142,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,225,160,,,222,,,,,1.40625,,50,,,0.265285702,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,225,190,,,220,,,,,1.184210526,,50,,,0.2994487485,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,225,220,,,180,,,,,1.022727273,,50,,,0.2345265447,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,225,250,,,170,,,,,0.9,,50,,,0.2345405992,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,225,280,,,166,,,,,0.8035714286,,50,,,0.2465016155,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
SS316L,PBF,SLM,225,310,,,178,,,,,0.7258064516,,50,,,0.3052923382,8000,500,16.3,1688,0.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,17.3,65,1.5,2.5,,,,73,,,,,1415
